temperature,1524731602,7
temperature,1484981828,10
temperature,1484044830,5
temperature,1468902807,3
temperature,1486842975,0
temperature,1475788266,7
temperature,1503627706,2
temperature,1519286508,8
temperature,1506450258,9
temperature,1496942942,1
temperature,1467123569,5
temperature,1518514366,4
temperature,1482219405,5
temperature,1502489161,6
temperature,1505572703,3
temperature,1498036874,3
temperature,1507040797,9
temperature,1497721709,8
temperature,1486626156,6
temperature,1469643581,3
temperature,1484558877,2
temperature,1501798746,0
temperature,1505077607,4
temperature,1492458524,2
temperature,1488444095,1
temperature,1516590273,2
temperature,1488024145,6
temperature,1521897312,6
temperature,1515872549,3
temperature,1479505642,8
temperature,1470020776,3
temperature,1471268978,8
temperature,1497974162,3
temperature,1512290574,7
temperature,1495421099,7
temperature,1485337562,9
temperature,1496365681,7
temperature,1486606581,3
temperature,1518177719,6
temperature,1496298584,5
temperature,1478718588,10
temperature,1492117261,0
temperature,1495167872,5
temperature,1473542559,3
temperature,1481716149,6
temperature,1520645269,0
temperature,1516241598,7
temperature,1473365061,4
temperature,1468721836,5
temperature,1498202937,2
temperature,1507278921,4
temperature,1494779813,5
temperature,1494153255,1
temperature,1495633699,9
temperature,1479212792,1
temperature,1506366670,7
temperature,1479659167,7
temperature,1519112618,6
temperature,1502726231,7
temperature,1489047146,1
temperature,1507978614,8
temperature,1476530921,4
temperature,1498787679,4
temperature,1488445004,9
temperature,1492225409,8
temperature,1497337440,9
temperature,1483254771,4
temperature,1473573712,6
temperature,1527246124,2
temperature,1504091296,1
temperature,1501199053,8
temperature,1508506099,7
temperature,1485699543,10
temperature,1482029967,5
temperature,1477698170,7
temperature,1501283619,10
temperature,1490777466,5
temperature,1492707272,7
temperature,1482465530,4
raining,1496802750,7
raining,1492436662,10
raining,1503765211,0
raining,1492850675,8
raining,1512926777,8
raining,1517360306,9
raining,1491115478,10
raining,1486625791,4
raining,1478384951,6
raining,1513726669,7
raining,1478858349,5
raining,1482057287,6
raining,1467331689,8
raining,1508819616,8
raining,1478682957,8
raining,1519228741,10
raining,1469579718,3
raining,1510693849,6
raining,1522778908,1
raining,1468601837,7
raining,1520903108,9
raining,1479219588,9
raining,1527107102,8
raining,1510757293,2
raining,1513350320,9
raining,1472486921,5
raining,1508437018,1
raining,1510796124,6
raining,1514109714,9
raining,1481196587,3
raining,1504262323,7
raining,1477555950,2
raining,1506205869,6
raining,1480357631,10
raining,1517796427,3
raining,1510102573,4
raining,1483450296,2
raining,1519804420,9
raining,1507070898,1
raining,1497850856,2
raining,1527233509,5
raining,1513312558,10
raining,1469780159,3
raining,1526387076,7
raining,1497670871,1
raining,1483686128,10
raining,1493298744,2
raining,1483031706,9
raining,1508960854,9
raining,1498093006,8
raining,1476901317,1
raining,1522947387,1
raining,1471741691,4
raining,1516098038,6
raining,1523738252,8
raining,1488380992,7
raining,1493969259,1
raining,1513847604,10
raining,1524980698,4
raining,1513794936,2
raining,1525655322,2
raining,1499391918,6
raining,1528964066,8
raining,1495081476,3
raining,1482033084,8
raining,1489408515,0
raining,1486188567,1
raining,1523414931,4
raining,1493887319,10
raining,1471843768,1
raining,1507249735,4
raining,1504349773,9
raining,1495504108,6
raining,1468187858,5
raining,1476583982,2
raining,1488839673,1
raining,1520640751,5
raining,1512236281,5
raining,1469904971,6
raining,1489712739,9
raining,1493776131,6
raining,1497104247,3
raining,1500454244,4
raining,1504815905,7
raining,1470891824,10
raining,1489934237,7
raining,1470627126,4
raining,1507698842,5
raining,1488002886,10
raining,1528687980,8
